Artist,Song,Genre,Language,Lyrics
aerosmith,movin' out,Rock,en,"We all live on the edge of town
Where we all live ain't a soul around
People start a-comin'
All we do is just a-grin
Said we gotta move out
'Cause the city's movin' in
I said we gotta move out
'Cause the city's movin' in
Tell me who you know
And I'll tell you who, too
Go see my friend and he'll set you free
Tell me what you see and
Maybe I can go too
No one knows the way but maybe me
Nobody goes there
Nobody shows where
Nobody knows where you can find me, yeah
Good mornin' glory, Hallelujah to ya
What is the story, what's been goin' through ya
Livin' like a king off the fat of the land
Workin' like a dog in a rock n' roll band
We're movin', we're gettin' out
We're movin', without a doubt
We're movin', we're goin' far
We're movin', oh yes we are
Nobody goes there
Nobody shows where
Nobody goes where you can find me
Nobody knows there
Nobody shows where
Nobody goes where you can find me, ah
Oh, Lordy, Lordy, Lordy...
(Guitar Solo)
Level with God
And you're in tune with the universe
Talk with yourself
And you'll hear what you wanna know
Gotta rise above
'Cause below it's only gettin' worse
Life in time
Will take you where you wanna go
Where you wanna go, where you wanna go
Where you goin'....
(Guitar Solo)
Good mornin' glory, Hallelujah to ya
What is the story, what's been goin' through ya
Livin' like a king off the fat of the land
Workin' like a dog in a rock n' roll band
We're movin', we're gettin' out
We're movin', without a doubt
We're movin', we're goin' far
We're movin', oh yes we are
Nobody knows there
Nobody shows where
Nobody goes where you can find me
Nobody knows there
Nobody shows where
Nobody goes where you can't find me
Round n' round...
We all live on the edge of town
Where we all live ain't a soul around
People start a-comin'
All we do is just a-grin
We gotta move out
'Cause the city's movin' in
I said we gotta move out
'Cause the city's movin' in
Yes we do...."
aerosmith,my fist your face,Rock,en,"Wake up baby, what you in for
Start the day upon your knees
What you pissin' in the wind for
You musta snorted too much bleas
East house pinball wizard
Full tilt bozo plague
Second floor trekkie
Makin' warp speed out the door
Julio Afrokeluchie
He the only one who stayed
Countin' up the days
Please no more
My Fist Your Face
That's for sure
Hey Betty Boop you got me droolin'
I'm buzzing 'round your hive tonight
You play the hooky stead of schoolin'
Son of a bitch put out the light
Thirteen year old hookers
Take a sack right trough the bars
You wonder why the man's outside the door
Junior achivers, got the old bull by the horns
Back in the saddle gets you sore
My Fist Your Face
That's for sure
East house pinball wizard
Full tilt bozo plague
Second floor trekkie
Makin' warp speed out the door
Julio Afrokeluchie
He the only one who stayed
Countin' up the days
Please no more
My Fist Your Face
That's for sure."
aerosmith,my girl,Rock,en,"My Girl, she breathes hellfire
And My Girl, she feeds my desire
My Girl Sadie, she's the wind in my sails
A puss'n boots lady with a cat o' nine tails
Comin' after you honey, feet don't fail me now
My Girl, she's bare back rider
And My Girl, she's Lady Godiva
She's a full time love no mon ami
Sweeter than honey from a honeybee
And it all rubs off on little old me, oh
Slippin' in and out of love
Slippin' in and out of love
Slippin' in and out of love
Slippin' in and out of love
My Girl, she smokes barbed wire
And My Girl, can't get no higher
I made it with the lady and a one track mind
Diamonds in the rought, they're so hard find
Day after day, the same old grind
And grind and grind and grind....
My Girl, My Girl, My Girl, My Girl....
My Girl, she's bare back rider
And My Girl, she's Lady Godiva
She's a full time love no mon ami
Sweeter than honey from a honeybee
And it all rubs off on little old me, oh
Slippin' in and out of love
Slippin' in and out of love
Slippin' in and out of love
Slippin' in and out of love."
aerosmith,never loved a girl,Rock,en,"Ohh..
cayeah...
What'cha say baby...
Umm huh...
Thats what I thought...
You're a no good heartbreaker
You're a liar..
you're a cheat
And I don't know why I let you do that thing to me
My friends keep telling me..
yeah..
that'choo ain't no good
Oh why..
I'd leave you if I could
I guess I'm on tight
And I'm stuck like glue
Cause I ain't never
I ain't never
I ain't never..
no..
no...
Loved a girl the way that I
I love you
Sometimes I know I thought
You would run outta fools
But I was so wrong
Ya got the one you'll never lose
The way you treat me is shame
How could you hurt me so bad
Woh..
ooo..
oohh..
baby you know that I'm the best thing that you ever had
Kiss me once again
Don't'choo never never say that we're through
Cause I ain't never
Never
Never..
no..
no...
Loved a girl the way that I
I love you..
yeah
I can't sleep at night..
and I can't eat a bite
And I guess I'll never be free
Since you got your hooks in me
Oh oh I...
yeah
I..
yeah
I ain't never loved a woman like I love ya
I ain't never loved a girl
I ain't never loved a woman like I put my arm aroun' ya
Yeah never loved a girl
I never loved a woman like I love ya
Aah yeah...
I ain't never loved a girl
Yeah..
never loved that girl"
aerosmith,nine lives,Rock,en,"Well well well
I feel just like I'm fallin´ in love
There´s a new cool
Some kind of verbooty
That fits me like a velvet glove
And it´s cool
Shu bop a doo ba
She´s talkin´ to me Juba to Jive
Yeah, the girl´s in love
No doubt about it
The moment of truth has arrived
And in a wink
The funk was all around me
And I think, I'm dead in love again
Nine Lives - Feelin´ lucky
Nine Lives - Live again
Nine Lives - It ain´t over
Nine Lives - Live for ten
I got good luck
In certain situations
I'm feelin´ like I hung the moon
And then at times
I'm so weak from lovin´
I couldn´t even carry a tune
But now I'm back
Oh yes I am
I maybe fall apart at the seams
I had a nightmare
Believe me when I tell you
Nobody ever dies in their dreams
I think I need a stay of execution
In a wink, I'm dead in love again
Nine Lives - Puss & booty
Nine Lives - Live again
Nine Lives - It ain´t over
Nine Lives - Live for ten
Well well well
Engine room to bombardier
Is the dream
I died and went to Heaven
She´s enough to make you
Cry in your beer
How can a good thing
7 come 11
Slip a fare-thee-well
And how can one man´s
Little bit o´ Heaven
Turn into another man´s Hell
I think I need a stay of execution
Yeah I know, I'm dead in love again
Nine Lives - Hello lucky
Nine Lives - Live again
Nine Lives - It ain´t over
Nine Lives - Try for ten
Nine Lives - Takin´over
Nine Lives - Live again
Nine Lives - It ain´t over
Nine Lives - Live for ten
Nine Lives - Hello lucky
Nine Lives - Live again
Nine Lives - It ain´t over
Nine Lives - Live for ten."
aerosmith,no more no more,Rock,en,"Blood stains the ivories
Of my daddy's baby grand
I aint' seen the daylight
Since we started this band
No More, No More
No More, No More
Store bought clothes
Fallin' appart at the seams
Tea leaf readin' gypsies
Fortune tellin' my dreams
No More, No More
No More, No More
Holiday inns, lock the door with a chain
You love it and you hate it
But to me they're all the same
No More, No More
No More, No More
Baby I'm a dreamer
Found my horse and carriage
Stalemate jailbate
Ladies can't refuse
You love 'em then you leave 'em
With your sold out reviews
No More, No More
No More, No More
Sweet talkin' barroom, ladies disease
Slippin' with her lips
Slidin' down your knees
No More, No More
No More, No Me and my life a screamer
Bound to a wife in marriage
Baby, I'm a dreamer
Found my horse and carriage
Ladies hold the acess
And their lovers call it passion
The men call it pleasure
But to me it's old fashioned
Times they are a-changin
Nothin' ever stands still
If I don't start a-changin
I'll be writin' my will
It's the same old story
Never get a second chance
For a dance to the top of the heap
Baby I'm a dreamer
Found my horse and carriage"
aerosmith,no surprize,Rock,en,"1971, we all heard the starter gun
New York is such a pity
But at Max's Kansas City we won
We all shot shit in the bar
With Johnny O' Toole and his scar
And then old Clive Davis said
He's surely gonna make us a star
I'm gonna make you a star
Just the way you are
But with all his style
I could see in his eyes
That we is goin' on trial
and It was no surprise
The boys kept kickin' ass
As usual time would tell
But some bitch in the choir
Threw water on the fires of hell
She loved to shove and tell
Lord, she loved to tell
But with all our style
You could see in our eyes
That we is still on trial
And it was no surprise
No surprise
No surprise
No surprise
Midnight lady
Situation fetal
vaccinate yo ass with yo phonograph needle
I say look it here
A friend of mine
Scratch like you need calomine
Flamingo boots, soles a creakin'
Still in love and Puerto Rican too
Ridin' on the wheels of hell
Smokin' in our axle grease
The backstage is rockin'
And we're copping from the local polica
That's right, the local police
Or the juctice of peace
But with all our style
You could see in our eyes
That we is still on trial
Baby, it's no surprise
No surprise
No surprise
No surprise
Rock n' roll, junkie whore
Got my foot inside the door
Knock knock, knock knock, knock
Nobody's keepin' score
Bad time go away
Come again some other day
Topaz and sazzafraz
Will keep the blues away
Candy store, rock n' roll
Corporation jelly roll
Play the singles, it ain't me
It's programmed with insanity
You Ascap, if BMI
Could ever make a mountain fly
If Japanese can boil teas."
aerosmith,nobody's fault,Rock,en,"intro(w/volume pedal or r.hand pinky)-
< < < < < < < < (door sound) <
E---------------------------------------------------0---------|
B---------------------------------------------------0---------|
G---------------------------------------------------0---------|
D--2----------------------------------------------------------|
A-------1----4---------2---------0----------------------------|
E-----------------4---------2---------0-----------------------|
This is the intro on ""Rocks."" The version on ""Gems"" is slightly
different.
intro solo(w/wah,distortion)-
<+ <+ <+ (1/4) >o
E--------------7b---(7)-r--------------------------------------------|
B---9----------------------7b-r---------9b-----------9-11-11b-r~~~~~-|
G---9-----7----------------7b-r-7-7\11--------(9)\11-----------------|
D---9-----7----------------------------------------------------------|
A------8-------------------------------------------------------------|
E--------------------------------------------------------------------|
tune (rhythm) guitar 1/2 step down
+-------------------------------------------------------------------
+-------------------------------------------------------------------
+-------------------------------------------------2-----------------
+-2h4-4-4-4-4-4-4-4-4--4-4-2--2-2-2-2-2--2-2-2-2--2--2--4----------
+-2h4-4-4-4-4-4-4-4-4--4-4-2--2-2-2-2-2--2-2-2-2--0--2--4-----------
+---2-2-2-2-2-2-2-2-2--2-2-0--0-0-0-0-0--0-0-0-0-----0--2-----------
Lord I must be dreamin', what else could this be?
+-------------------------------------------------------------------
+-------------------------------------------------------------------
+---------------------------------------------------------2--4------
+-2h4-4-4-4-4-4-4-4-4-4-4-4--2h4-4-4-4-4-4-4-4-4-4-4-4-4--2--4------
+-2h4-4-4-4-4-4-4-4-4-4-4-4--2h4-4-4-4-4-4-4-4-4-4-4-4-4--0--2------
+---2-2-2-2-2-2-2-2-2-2-2-2----2-2-2-2-2-2-2-2-2-2-2-2-2------------
fill 1(After ""The prophets are all stinkin' drunk""):
trill
E-----------------------------------|
B-----------------------------------|
G-----------------------------------|
D-----------------------------------|
A--8p6h8p6h8p6h8p6h8p6h8(etc...)----|
E-----------------------------------|
Eyes are full of desire...
+------------------------- -------------
+------------------------- -------------
+------------------------- -------------
+-7/9-9-9-9-9-10-10-------x3 ---10-9--7---
+-7/9-9-9-9-9-10-10------- ---10-9--7---
+-5/7-7-7-7-7-8--8-------- ---8--7--5---
Out of rhyme and reason, everyone's to blame...
(With verse riff)
Sorry you're so sorry don't be sorry
+-------------------------------------------------------------------
+-------------------------------------------------------------------
+-7--7----2------4--7--7-----2-----4-4--7---------------------------
+-7--7----2------4--7--7-----2-----4-4--7---------------------------
+-5--5----0------2--5--5-----0-----2-2--5---------------------------
+-----------------------------------------------------------------
(or...)
E------------------------|--------------------------|----------------|
B-13b------11------9-----|---13b-r------------------|13b-r-b-r-b-r---|
G------14------11--------|---------14---16------14--|----------------|
D------------------------|------------------15------|----------------|
A------------------------|--------------------------|----------------|
E------------------------|--------------------------|----------------|
Man has know and now he's blown it upside down and hell's the only
sound
+-------------------------------------------------------------------
+-------------------------------------------------------------------
+-------------------------------------------------------------------
+-------------------------------------------------------------------
+-5---5---5----5---4---4----4-----4--3--3---3----3---2-2-2-2-2-2-2--
+-3---3---3----3---2---2----2-----2--1--1---1----1---0-0-0-0-0-0-0--
We did an awful job and now they say it's nobody's fault
+-------------------------------------------------------------------
+-------------------------------------------------------------------
+-----------7---7---7---7-----6--6--6--6--6--6----------------------
+-----------7---7---7---7-----6--6--6--6--6--6----------------------
+-----------5---5---5---5-----4--4--4--4--4--4----------------------
+-------------------------------------------------------------------
Denis
edj1234@bosoleil.ci.umoncton.ca
Certain parts of the solos may be incorrectly transcribed, but they
should be in the right key anyway
Make amends where you see fit.
1st solo(w/wah,distortion)-
<+ >o <+ >o
E------------------------------------1------------------------------|
B--9------------------------------------4-0h1p0-----------1---------|
G--9---9----------------1-3-3b-r-b-r------------1---1-3-3---3-1-3-1-|
D------9---(9\14/1)---3---------------------------3-----------------|
A-------------------------------------------------------------------|
E-------------------------------------------------------------------|
E----------------------------------------------------13~~~--13--|
B-------------------9-11-11b-rp----9--------------13------------|
G------------8-8-10-------------11---11-11--11\15---------------|
D-3-1-3-3\10----------------------------------------------------|
A---------------------------------------------------------------|
E---------------------------------------------------------------|
E------------------------------------------17-b----r-13---------|
B-16-13---------------------------------14--------------13--16--|
G-------16-14----x-16-14-----14-16b--r--------------------------|
D-------------15----------15------------------------------------|
A---------------------------------------------------------------|
E---------------------------------------------------------------|
E-13------------------------------------------------------------|
B----16\18---18-18p17p16----16-----------18-17-16-----16-\18~~~-|
G------------------------17----16-14--14----------17------------|
D---------------------------------------------------------------|
A---------------------------------------------------------------|
E---------------------------------------------------------------|
Sustain feedback for a while after the solo.
2nd solo(w/wah,distortion)-
E---------------------------------------------------------------|
B--------------------------------------------6-6-4---------4----|
G------------3---3-3b--rb--r-----1---1-1-3\5-------5-3-5-5---5--|
D--4h6-6-6-6---3-------------1h3---3----------------------------|
A---------------------------------------------------------------|
E---------------------------------------------------------------|
(wah noise)
E---------------------------------------------------------------|
B-6-------------------------------10-12-12b-r-10-12----------12-|
G---5-3----------------------9-11-------------------11-9-11-----|
D-------6-x-x--9b---rp7---7-------------------------------------|
A-----------------------9---------------------------------------|
E---------------------------------------------------------------|
E-----------------------------------12---------13---------------|
B-12b-r-10-12-10--------------9-11b----r-11-13----12b-r10-12-10-|
G----------------11-11-11--11-----------------------------------|
D---------------------------------------------------------------|
A---------------------------------------------------------------|
E---------------------------------------------------------------|
E------------13----13--13---------------------------------------|
B---------13----13--------16-13h16p13----13---------------17----|
G-11-9\12-----------------------------16----16--14-14-16b----16r|
D---------------------------------------------------------------|
A---------------------------------------------------------------|
E---------------------------------------------------------------|
E------------------------------------------16-18-18b-r-18p16----|
B----------------------17b--17b--17b--17b--------------------18-|
G-p14----14--14b-r--16------------------------------------------|
D-----16--------------------------------------------------------|
A---------------------------------------------------------------|
E---------------------------------------------------------------|
(?)
E-16------------------------------------------------------------|
B----18p16-18----------------------------18p16-16\18------------|
G-------------18p16-18----16/---14-16b-r--------------------14--|
D----------------------18------------------------------(15)-----|
A---------------------------------------------------------------|
E---------------------------------------------------------------|
(fade out)
E---------------------------------------------------------------|
B---------------------------------------------------------------|
G--------14--------------14--------14-16----14-16-16b-rp14------|
D-15-15-----15-15-15-15-----15-15--------15----------------15---|
A---------------------------------------------------------------|
E---------------------------------------------------------------|
E---------------------------------------------------------------|
B----------16b--r-16b--r-16b--r-16b--r-16b--r-16b--r-18b----r---|
G-14----14------------------------------------------------------|
D----15---------------------------------------------------------|
A---------------------------------------------------------------|
E---------------------------------------------------------------|
(barely audible)
E---------------------------------------------16b--r-16b--r-18b-|
B----16b-r-16b-r--18-16-----------------------------------------|
G-18--------------------16h18p16-18----16-16--------------------|
D-----------------------------------17--------------------------|
A---------------------------------------------------------------|
E---------------------------------------------------------------|
E-r--16b-------------|
B--------------------|
G--------------------|
D--------------------|
A--------------------|
E--------------------|"
aerosmith,oasis in the night,Rock,en,"These days there slipping away like thieves in the night
I try to hold on to them with all my might
Precious time spent with you goes by much too fast
Like snow in the sun it just never seems to last
Another tasteless coffee
Another empty day
Suddenly last night is just so far away
Too many talking heads
What was it that they said
When we're apart the days are dark
When I'm with you I'm in the light
You're my oasis in the night..
yeah
You're my oasis in the night
You're my oasis in the night
You keep our love light shinning bright
You're my oasis in the night..
yeah
When you're in my arms
you keep the world at bay
You stop it at the door
I don't care what they say
Time's too short
The fire's too hot
Don't know what to do
'cause I know in a flash
It's just a memory too
Another tasteless coffee
Another empty day
Suddenly last night is just so far away
Too many talking heads
What was it that they said
When we're apart my days are dark
When I'm with you I'm in the light
You're my oasis in the night
You're my oasis in the night
You're my oasis in the night
You're my oasis in the night
I think I'll die
I just can't wait
Till our next oasis in the night..
yeah
Aah..
till our next oasis in the night
Till our next oasis in the night..
yeah
You're my oasis in the night"
aerosmith,oh yeah,Rock,en,"I will die for you baby
I will cry for you baby
I'm on my knees for you baby
Oh won't you please give me some of your love
I got eyes for you baby (Oh yeah)
I'd go blind for you baby (Oh yeah)
I will steal for you baby (Oh yeah)
If you just give me some of your love
Some of your love
Keep my soul intact
Some of your love
Keep the storm clouds back
I don't think I can ever come back
If you don't give me some of your love
She showed me things (Oh Yeah)
That I never knew (Oh Yeah)
They've been there forever (Oh Yeah)
It's the first time that I flew
Some of your love
Keep my soul intact
Some of your love
Keep the storm clouds back
I don't think I can ever come back
If you don't give me some of your love
You're the stars in the sky
And there's no wonder why
Now the moon's coming out
My heart start to race
There was never a doubt
Just the smile on your face
Your beautiful soul
Your beautiful face
One sweet kiss
And I just gotta say
(Oh Yeah)
I will die for you baby (Oh yeah)
I will cry for you baby (Oh yeah)
I'm on my knees for you baby (Oh yeah)
Oh won't you please give me some of your love"
aerosmith,on the road again,Rock,en,"Yeah, woke up one mornin'
I'm a ram up for walls
Somethin' told my baby
You can have it all
Jump trough the window
Look my life in the den
Look out pretty mama
I'm On The Road Again
(Chorus)
I'm On The Road Again
(And you can do what you want)
I'm On The Road Again
(And you can do what you want)
Yeah, I came home last night
To get my dinner hot
Went to the door
But the door was locked
Jump through the window
And believe me or not
She hadn't even
Put my dinner into the pot
(Chorus)
Yeah, never been evil
And I've never been shy
Every down a champ
And I'm a time by
Down un winner
With my apple in bed
Look out pretty mama
I'm On The Road Again
(Chorus)
Yeah, never been evil
And I've never been sly
Every down a champ
And I'm a time by
Down in the window
With my apple in bed
Look out pretty mama."
aerosmith,once is enough,Rock,en,"Been lucked out
Broke a woman's heart
With only myself to blame
Fate ran its course
I suffered a loss
I learned a lesso in pain
Cheated, lied
I took love for granted
Oh, I paid the price
I won't last a night
I won't make the same mistake twice
Once Is Enough, it's one time too many
The changes are rough, oh, Once Is Enough
Love went trough such sudden change
Taken a turn for the worst
The joy turned to fear
The pain got so severe
Lord, I thought I was cursed
Get what you give
It comes around full circle
Oh, I paid the price
Love so fast
I won't make the same mistake twice
Once Is Enough, it's one time too many
Changes are rough, oh, Once Is Enough."
aerosmith,one time,Rock,en,"I gotta tell it all ya'll her lovin' little heart
That's why I woke ya up I'll tell ya what'chor part
Read it to me baby I'll be lyin' on your face
Everbody goes darlin' but ya can't keep up the pace
What was in for me is the same that's in for you
That's why you're the...
Give it to me one time
Give it all night
A give it to me all night
I feel alright
How 'bout love darlin' give me some lord
Give me what for
When you're on this side of the board
Every cop a door when ya gotta piss in the cup
Every cop a love ya when you're always warmin' up
Give it all ya got when ya got all ya can
Blame it all on Mama kin
Give it to me one time
Give it all night
Give it to me on time
A keep it all nice
Oh my ol' Lord ha said keep on goin'
Oh..
somethin' wrong and I kicked down the door
Got right up then kicked the door
Kicked the door oh only not that door
Givin' aah..
ooh..
oo..
ooh
Guitar
Give it ta me
Give it to me one time
Give it all night
Give it to me one time
I feel alright
Talk about the time I saw the same ol' thang
About the time in summer winter fall and spring
Give it to me all darlin' with a hollow headed love
If you're gonna love me when you're hard to love
Git's so hard or they're livin' on dust
All ya gotta do is the pelvic thrust
Give it to me one time
Give it all night
Give it to me one time
Give it all night
Give it to me one time
Give it all night
Give it to me one time
Give it all night
Give it to me one time
Give it all night
Give it to me one time
Out all night
Give it to me one time
Give it all night
Give it up one time"
aerosmith,one way street,Rock,en,"Hey Lookie yonder What that I see
Hey That old dog is comin' after me
I thought ya told her I was out of town
I wonder how she know'd I was hangin' around
Say Listen Babe Don't go wastin' your time
You keep a-comin' 'round You'll hear the same old line
You got a thousand boys You say you need 'em
You take what's good for you
An' I'll take my freedom
Cause lately it's been so hard to make ends meet Oh Yes it has
And Honey You're headin' up a one-way street
And I'm goin' the other way
I thought I knew her A cagy lady
How could my sunshine be so damn shady
She said she loved me Took??? my conversation
But I'm the one who makes my situation
It's one way city An' I thought I knew
It's such a pity Honey That's it for you
CHORUS 1:
Because lately It's been so hard to make ends meet Yeah
And Honey You're headin' up a one-way street
And I gotta go the other way
(spoken)
You know what I'm talkin' about
I seen that butterfly you tried to put on your can
I'm gonna get me some of that
And if comin' over here I never showed ya
I made it pretty clear I'm glad to know ya
An' though your brother Spike is on the level
But you always lookin' like you're mad at the devil
Don't say I coped a 'tude It's all forgotten
It's just you're much too rude You're pure to rotten?????
You know I worked so hard to keep it alive
Now all I have from you is nothin' but jive
CHORUS 1:
Yes I do
Yeah lately It's been so hard to make ends meet
And Honey You're heading up a one-way street
And I really do feel that I got to be movin' on
Hey Baby Hey Baby Hey Baby Hey Baby---
CHORUS 2:
I've been headin' down a one-way street
Had me foolin' everybody I meet
I said Your head's like a one-way street
Had me foolin' everybody you meet
CHORUS 2: (3x)
I said your head's like a one-way street
You got to get yourself back on your feet

by: Bruno Tortolla (""aerofreak boy"")"
aerosmith,out go the lights,Rock,en,"Some girls awfully risky
And some girls kicking the stall
Give it up women and whiskey
Yeah you ain't got nothing at all
But a sign on the wall that hung on the tack
Said liquor in the front and poker in the back
I got no more lonely nights
Ya-ya baby till out goes the lights
If you wanna take a lookie cookie tonight
Might be your lucky nighty night night
How they go déjà-booty
You're a yaya baby tonight
Way to go thought you knew me
Yeah but you're not getting it right
But it's cool
Too cool for cat
A little bit of this and a little bit of that
Had a red hot maybe on a cold summer night
Ya-ya baby till out goes the lights
If you wanna taste the cookie lookie tonight might be your lucky
Roses are red, my lips on you
But you couldn't tell by the things that we do
The things that we see are so out of sight
We'll have to see when we turn out the light
Living in the land/lap of love
Living on coochie and romance
Waiting on cupid to call
Some people say that's livin'
Yeah but that ain't livin' at all
And it's cool, that's how i roll
You get a little lovin' if you got a lot of soul
And it's for sure, when love's just right
Ya-ya baby when out goes the lights
If you want a little nookie cookie tonight might be your lucky
Roses are red, my lips on you
But you couldn't tell by the things that we do
The things that we see are so out of sight
We'll have to see when we turn out the light
Ooh-aa-oo yeah yeah"
aerosmith,outta your head,Rock,en,"All the way back in history
How the girl thinks is a mystery
Spent our lives cruising the bars
Venus girls and the men from mars
So in all this time did you ever think
Do the girls sees red
When a man sees pink
And your best lovin is in the past and
Cause somewhere slow is nowhere fast
Your outta your head
So out of your head
Stay out of your head
You better get with it cuz you're so without it
No out of your head
So out of your head
Stay out of your head
(somewhere, somewhere underneath the rainbow)
Bricka bracka firecracker sis boom bah
Here comes trouble in a push up bra
His style is sharp as a coffin tack
But out of your box and your way off track
Your a mile away on a mental binge
Your catasphrophe is of a lunatic fringe
Your still put together its tit for tat
You say its all good but its more than that
Your outta your head
So out of your head
Stay out of your head
You better get with it cuz you're so without it
No out of your head
So out of your head
Stay out of your head
So in all this time did you ever think think think think
Your outta your head
So out of your head
Stay out of your head
You better get with it cuz you're so without it
No out of your head
So out of your head
Stay out of your head"
aerosmith,oxygen,Rock,en,"Something cool went down as I was walking with a fried of mine
And I still remember how she was smelling like the summertime
And oohh..
how it changed my mind
Changed everything, about that
Come on girl
It feels so good loving you yea
It's so good the way you do the do
It feels so good and I need oxygen
little bit of heaven doin' 24-7 again
Yea, again and again
Like I was saing my little cupid was real super freak
By the time that I came down I'll get locked in a room for a week
Uhhh..
how she changed my mind
Changed everything about this crazy world
It feels so good loving you yea
It's so good the way you do the do
It feels so good and by the way
little bit of heaven doin' 24-7 again
Yea, again and again
A long hair
I'll go there
And I swear
little bit will do you some good
You say where
I'm goin' there
And I swear
Can't get enough of you..
yeah, yeah
Ma bonsoir
Excuse moi
Ya u-la-a
It's doing to me good..
yeah, yeah, yeah
Uh yeeeaaa It feels so good loving you yea
It's so good the way you do the do
It feels so good and I need oxygen
little bit of heaven doin' 24-7 again
It feels so good loving you yea
It's so good the way you do the do
It feels so good loving you
It feels so good and I need oxygen
Yeah, yeah
Yeah, yeah
Yeah, yeah, yeah, yeah"
aerosmith,painted on my heart,Rock,en,"I thought/ you'd be out of my mind
And I'd finally found a way to learn to live without you
I thought it was just a matter of time
Till I had a hundred reasons not to think about you
But it's just not so
And after all this time, I still can't let go
I've still got your face
Painted on my heart
Scrawled upon my soul
Etched upon my memory, baby
And I've got your kiss
Still burning on my lips
The touch of my fingertips
This love so deep inside of me, baby
I've tried/ everything that I can
To get my heart to forget you
But it just can't seem to
I guess it's just no use
In every part of me
Is still a part of you
And I've still got your face
Painted on my heart
Scrawled upon my soul
Etched upon my memory, baby
I've got your kiss
Still burning on my lips
The touch of her fingertips
This love so deep inside of me, baby
I've still got your face
Painted on my heart
Painted on my heart
Painted on my heart, oh baby
Something in your eyes keeps haunting me
I'm trying to escape you
And I know there ain't no way to
To chase you from my mind
I've still got your face
Painted on my heart
Scrawled upon my soul
Etched upon my memory baby
I've got your kiss
Still burning on my lips
The touch of my fingertips
This love so deep inside of me, baby
I've still got your face
I've still got your face
Painted on my heart
Painted on my heart"
aerosmith,pandora's box,Rock,en,"When I'm in heat
Someone gets a notion
I jump to my feet
I hoof it to the ocean
We hit a beach
Where no one gives a hoot
Nobody never ever wears a suit
The ladies there
They look so proud
That's 'cause they know
That they've been so well endowed
Now, I ain't much
For Fannie's conversation
Or care to much
About her operation
But every time Pandora comes my way
I get high
Can't explain the sensation
To get it on
I gotta watch what I say
Or I'll catch hell
From the women's liberation
(Chorus)
Sweet Pandora
Good-like aura
Smell like a flora
Open up your door-a for me
Sweet Pandora
Good-like aura
Smell like a flora
Open up your door-a for me
Sweet Pandora
Mama crack a smile for me
Just for me, just for me
Just for me, just for me
Just for me, just for me
Just for me
Now I ain't what
You'd call a city slicker
Or claim to fame
To be a slitty licker
But every time Pandora comes my way
I get high
Can't explain the sensation
To get it on
I gotta watch what I say
Or I'll catch hell
From the women's liberation."
aerosmith,permanent vacation,Rock,en,"I got a letter from a friend the other morning
He say it's hot down in Montego Bay
I got the point and now I think it's finally dawning
Yeah, yeah, I got to get away
I got to take myself a permanent vacation
The sky's the limit but my plane won't fly
My nose is clean and lord it don't need no sedation
Yeah, yeah, and that's the reason why
I really need it, really really need St
Tropez
I want a tan where the sun it never shines
I really need it, really really need St
Tropez
You best believe it that I got to get away
I got a sister, man she really got a pinhead
She think she's kinky but she can't get straight
She say she livin' but I kinda think she's brain dead
Just excess baggage on a late night freight
Chorus
I gotta take me on a permanent vacation
The girl's be comin' down in Cayman Brack
I gotta hand it to a firm situation
Yeah, yeah I got to cut me some slack."
aerosmith,pink,Rock,en,"Pink it´s my new obsession
Pink it´s not even a question
Pink on the lips of your lover, ´cause
Pink is the love you discover
Pink as the bing on your cherry
Pink ´cause you are so very
Pink it´s the color of passion
`Cause today it just goes with the fashion
Pink it was love at first sight, yeah
Pink when I turn out the light, and
Pink gets me high as a kite
And I think everything is going to be all right
No matter what we do tonight
You could be my flamingo
´Cuz pink is the new kinda lingo
Pink like a deco umbrella
It´s kink - but you don´t ever tell her
Pink it was love at first sight
Pink when I turn out the light
Pink gets me high as a kite
And I think everything is going to be all right
No matter what we do tonight
I want to be your lover
I wanna wrap you in rubber
As pink as the sheets that we lay on
'Cause pink is my favorite crayon, yeah
Pink it was love at first sight
Pink when I turn out the light
Pink it´s like red but not quite
And I think everything is going to be all right
No matter what we do tonight"
aerosmith,prelude to joanie,Rock,en,"At first we three thought
'Twas the biblical cord of life
Then noticing 'twas connected to his head
How strange, not to believed
I reached out to feel, and the pony's eyes opened
The cord got hard, the head looked around
And you know who pushed and gushed
The waters of life
First two hooved feet, then the shine of his fur
But at first to my eyes only
Feather - feathers - wings
The butterflies flew up in such colors
Exploding all around us
The rest I did not see - till there he stood - All eyes in wonder
Who me - Who you."
